lieu,latitude,longitude,result_label,result_score,result_score_next,result_type,result_id,result_housenumber,result_name,result_street,result_postcode,result_city,result_context,result_citycode,result_oldcitycode,result_oldcity,result_district,result_status
"1 Avenue Louis Aragon, 91130 Ris orangis",48.637104,2.404611,1 Rue Louis Aragon 91130 Ris-Orangis,0.7968045454545454,0.5128909090909091,housenumber,91521_5l76vx_00001,1,1 Rue Louis Aragon,Rue Louis Aragon,91130,Ris-Orangis,"91, Essonne, Île-de-France",91521,,,,ok
"Zone des 3 bonniers marins, 59310 Orchies",50.464851,3.262101,Rue des 3 Bonniers Marins 59310 Orchies,0.843220709534368,0.6321862845849802,street,59449_0608,,Rue des 3 Bonniers Marins,Rue des 3 Bonniers Marins,59310,Orchies,"59, Nord, Hauts-de-France",59449,,,,ok
"221 avenue Jean Jaurès, 75019 Paris",48.889311,2.393824,221 Avenue Jean Jaurès 75019 Paris,0.9847118181818181,0.8149116707616707,housenumber,75119_4903_00221,221,221 Avenue Jean Jaurès,Avenue Jean Jaurès,75019,Paris,"75, Paris, Île-de-France",75119,,,Paris 19e Arrondissement,ok
"Place Saint Germain des Prés, 75006 Paris",48.854182,2.333399,Place Saint-Germain des Prés 75006 Paris,0.9616736363636363,0.5376821212121212,street,75106_8622,,Place Saint-Germain des Prés,Place Saint-Germain des Prés,75006,Paris,"75, Paris, Île-de-France",75106,,,Paris 6e Arrondissement,ok
"27 rue de Dantzig, 75015 Paris",48.834115,2.299513,27 Rue de Dantzig 75015 Paris,0.9806072727272727,0.6777450802139038,housenumber,75115_2554_00027,27,27 Rue de Dantzig,Rue de Dantzig,75015,Paris,"75, Paris, Île-de-France",75115,,,Paris 15e Arrondissement,ok
"60 rue des lombards, 75001 Paris",48.859865,2.347731,60 Rue des Lombards 75001 Paris,0.9627390909090908,,housenumber,75101_5738_00060,60,60 Rue des Lombards,Rue des Lombards,75001,Paris,"75, Paris, Île-de-France",75101,,,Paris 1er Arrondissement,ok
"60 rue des lombards, 75001 Paris",48.859865,2.347731,60 Rue des Lombards 75001 Paris,0.9627390909090908,,housenumber,75101_5738_00060,60,60 Rue des Lombards,Rue des Lombards,75001,Paris,"75, Paris, Île-de-France",75101,,,Paris 1er Arrondissement,ok
"19 Rue Saint-Louis en l'Île, 75004 Paris",48.851202,2.358167,19 Rue Saint-Louis en l'Ile 75004 Paris,0.9713163636363636,0.5387579679144384,housenumber,75104_8678_00019,19,19 Rue Saint-Louis en l'Ile,Rue Saint-Louis en l'Ile,75004,Paris,"75, Paris, Île-de-France",75104,,,Paris 4e Arrondissement,ok
"95 rue de Passy, 75016 Paris",48.858046,2.275407,95 Rue de Passy 75016 Paris,0.9795318181818181,0.6922190909090907,housenumber,75116_7087_00095,95,95 Rue de Passy,Rue de Passy,75016,Paris,"75, Paris, Île-de-France",75116,,,Paris 16e Arrondissement,ok
"38 boulevard de Bonne Nouvelle, 75010 Paris",48.870746,2.348839,38 Boulevard de Bonne Nouvelle 75010 Paris,0.9702381818181817,0.5792264410058027,housenumber,75110_1097_00038,38,38 Boulevard de Bonne Nouvelle,Boulevard de Bonne Nouvelle,75010,Paris,"75, Paris, Île-de-France",75110,,,Paris 10e Arrondissement,ok
"2 Port Montebello, 75005 Paris",48.851503,2.351091,2 Port de Montebello 75005 Paris,0.8747725513196479,,housenumber,75105_6471_00002,2,2 Port de Montebello,Port de Montebello,75005,Paris,"75, Paris, Île-de-France",75105,,,Paris 5e Arrondissement,ok
"7 rue Emile Legrelle, 62000 Arras",50.289826,2.777352,7 Rue Emile Legrelle 62000 Arras,0.9678281818181818,,housenumber,62041_1460_00007,7,7 Rue Emile Legrelle,Rue Emile Legrelle,62000,Arras,"62, Pas-de-Calais, Hauts-de-France",62041,,,,ok
"15, avenue Montaigne, 75008 Paris",48.865672,2.303279,15 Avenue Montaigne 75008 Paris,0.9707127272727273,,housenumber,75108_6450_00015,15,15 Avenue Montaigne,Avenue Montaigne,75008,Paris,"75, Paris, Île-de-France",75108,,,Paris 8e Arrondissement,ok
"1 Rue Saint-Julien le Pauvre, 75005 Paris",48.85214,2.346864,1 Rue Saint-Julien Le Pauvre 75005 Paris,0.9648036363636364,,housenumber,75105_8665_00001,1,1 Rue Saint-Julien Le Pauvre,Rue Saint-Julien Le Pauvre,75005,Paris,"75, Paris, Île-de-France",75105,,,Paris 5e Arrondissement,ok
"60 rue des lombards, 75001 Paris",48.859865,2.347731,60 Rue des Lombards 75001 Paris,0.9627390909090908,,housenumber,75101_5738_00060,60,60 Rue des Lombards,Rue des Lombards,75001,Paris,"75, Paris, Île-de-France",75101,,,Paris 1er Arrondissement,ok
"17 rue des Carmes, 75005 Paris",48.848424,2.347335,17 Rue des Carmes 75005 Paris,0.9692099999999999,0.7221073796791443,housenumber,75105_1554_00017,17,17 Rue des Carmes,Rue des Carmes,75005,Paris,"75, Paris, Île-de-France",75105,,,Paris 5e Arrondissement,ok
"2 Port Montebello, 75005 Paris",48.851503,2.351091,2 Port de Montebello 75005 Paris,0.8747725513196479,,housenumber,75105_6471_00002,2,2 Port de Montebello,Port de Montebello,75005,Paris,"75, Paris, Île-de-France",75105,,,Paris 5e Arrondissement,ok
"58 rue des Lombards, 75001 Paris",48.859848,2.347811,58 Rue des Lombards 75001 Paris,0.9627390909090908,,housenumber,75101_5738_00058,58,58 Rue des Lombards,Rue des Lombards,75001,Paris,"75, Paris, Île-de-France",75101,,,Paris 1er Arrondissement,ok
"58 rue des Lombards, 75001 Paris",48.859848,2.347811,58 Rue des Lombards 75001 Paris,0.9627390909090908,,housenumber,75101_5738_00058,58,58 Rue des Lombards,Rue des Lombards,75001,Paris,"75, Paris, Île-de-France",75101,,,Paris 1er Arrondissement,ok
"5 Rue du Général Giraud, 76360 Barentin",49.545243,0.952428,5 Rue du Général Giraud 76360 Barentin,0.9618627272727273,,housenumber,76057_2110_00005,5,5 Rue du Général Giraud,Rue du Général Giraud,76360,Barentin,"76, Seine-Maritime, Normandie",76057,,,,ok
"60 rue des lombards, 75001 Paris",48.859865,2.347731,60 Rue des Lombards 75001 Paris,0.9627390909090908,,housenumber,75101_5738_00060,60,60 Rue des Lombards,Rue des Lombards,75001,Paris,"75, Paris, Île-de-France",75101,,,Paris 1er Arrondissement,ok
"60 rue des lombards, 75001 Paris",48.859865,2.347731,60 Rue des Lombards 75001 Paris,0.9627390909090908,,housenumber,75101_5738_00060,60,60 Rue des Lombards,Rue des Lombards,75001,Paris,"75, Paris, Île-de-France",75101,,,Paris 1er Arrondissement,ok
"58 rue des Lombards, 75001 Paris",48.859848,2.347811,58 Rue des Lombards 75001 Paris,0.9627390909090908,,housenumber,75101_5738_00058,58,58 Rue des Lombards,Rue des Lombards,75001,Paris,"75, Paris, Île-de-France",75101,,,Paris 1er Arrondissement,ok
"5, rue du Plateau, 75019 Paris",48.877926,2.385191,5 Rue du Plateau 75019 Paris,0.9762772727272725,0.704110320855615,housenumber,75119_7528_00005,5,5 Rue du Plateau,Rue du Plateau,75019,Paris,"75, Paris, Île-de-France",75119,,,Paris 19e Arrondissement,ok
"1 Rue Saint-Julien le Pauvre, 75005 Paris",48.85214,2.346864,1 Rue Saint-Julien Le Pauvre 75005 Paris,0.9648036363636364,,housenumber,75105_8665_00001,1,1 Rue Saint-Julien Le Pauvre,Rue Saint-Julien Le Pauvre,75005,Paris,"75, Paris, Île-de-France",75105,,,Paris 5e Arrondissement,ok
"16, rue de Clichy, 75009 Paris",48.878381,2.330067,16 Rue de Clichy 75009 Paris,0.9748663636363637,0.7006567448680352,housenumber,75109_2116_00016,16,16 Rue de Clichy,Rue de Clichy,75009,Paris,"75, Paris, Île-de-France",75109,,,Paris 9e Arrondissement,ok
"53 rue des saules, 75018 Paris",48.890751,2.340416,53 Rue des Saules 75018 Paris,0.9781327272727273,,housenumber,75118_8834_00053,53,53 Rue des Saules,Rue des Saules,75018,Paris,"75, Paris, Île-de-France",75118,,,Paris 18e Arrondissement,ok
"35 rue Imbert Colomes, 69001 Lyon",45.771603,4.835128,35 Rue Imbert Colomès 69001 Lyon,0.9673845454545453,,housenumber,69381_3600_00035,35,35 Rue Imbert Colomès,Rue Imbert Colomès,69001,Lyon,"69, Rhône, Auvergne-Rhône-Alpes",69381,,,Lyon 1er Arrondissement,ok
"77 rue de Montreuil, 75011 Paris",48.850498,2.391436,77 Rue de Montreuil 75011 Paris,0.980391818181818,,housenumber,75111_6530_00077,77,77 Rue de Montreuil,Rue de Montreuil,75011,Paris,"75, Paris, Île-de-France",75111,,,Paris 11e Arrondissement,ok
"5 rue de la Huchette, 75005 Paris",48.852799,2.3463,5 Rue de la Huchette 75005 Paris,0.9703172727272728,,housenumber,75105_4678_00005,5,5 Rue de la Huchette,Rue de la Huchette,75005,Paris,"75, Paris, Île-de-France",75105,,,Paris 5e Arrondissement,ok
"60 rue des lombards, 75001 Paris",48.859865,2.347731,60 Rue des Lombards 75001 Paris,0.9627390909090908,,housenumber,75101_5738_00060,60,60 Rue des Lombards,Rue des Lombards,75001,Paris,"75, Paris, Île-de-France",75101,,,Paris 1er Arrondissement,ok
"58 rue des Lombards, 75001 Paris",48.859848,2.347811,58 Rue des Lombards 75001 Paris,0.9627390909090908,,housenumber,75101_5738_00058,58,58 Rue des Lombards,Rue des Lombards,75001,Paris,"75, Paris, Île-de-France",75101,,,Paris 1er Arrondissement,ok
"7 Rue des Augustins, 64100 Bayonne",43.489135,-1.475917,7 Rue des Augustins 64100 Bayonne,0.9670736363636364,0.4996355391120507,housenumber,64102_0210_00007,7,7 Rue des Augustins,Rue des Augustins,64100,Bayonne,"64, Pyrénées-Atlantiques, Nouvelle-Aquitaine",64102,,,,ok
"11 bis rue du Coq Français, 93260 Les lilas",48.878457,2.414878,11bis Rue du Coq Francais 93260 Les Lilas,0.9016358441558441,,housenumber,93045_1470_00011_bis,11bis,11bis Rue du Coq Francais,Rue du Coq Francais,93260,Les Lilas,"93, Seine-Saint-Denis, Île-de-France",93045,,,,ok
"2 Port Montebello, 75005 Paris",48.851503,2.351091,2 Port de Montebello 75005 Paris,0.8747725513196479,,housenumber,75105_6471_00002,2,2 Port de Montebello,Port de Montebello,75005,Paris,"75, Paris, Île-de-France",75105,,,Paris 5e Arrondissement,ok
"60 rue des lombards, 75001 Paris",48.859865,2.347731,60 Rue des Lombards 75001 Paris,0.9627390909090908,,housenumber,75101_5738_00060,60,60 Rue des Lombards,Rue des Lombards,75001,Paris,"75, Paris, Île-de-France",75101,,,Paris 1er Arrondissement,ok
"2 Port Montebello, 75005 Paris",48.851503,2.351091,2 Port de Montebello 75005 Paris,0.8747725513196479,,housenumber,75105_6471_00002,2,2 Port de Montebello,Port de Montebello,75005,Paris,"75, Paris, Île-de-France",75105,,,Paris 5e Arrondissement,ok
"13 rue Charlevoix de Villers, 33300 Bordeaux",44.87068,-0.548457,13 Rue Charlevoix de Villers 33300 Bordeaux,0.9753999999999999,,housenumber,33063_1980_00013,13,13 Rue Charlevoix de Villers,Rue Charlevoix de Villers,33300,Bordeaux,"33, Gironde, Nouvelle-Aquitaine",33063,,,,ok
"11 bis rue du Coq Français, 93260 Les lilas",48.878457,2.414878,11bis Rue du Coq Francais 93260 Les Lilas,0.9016358441558441,,housenumber,93045_1470_00011_bis,11bis,11bis Rue du Coq Francais,Rue du Coq Francais,93260,Les Lilas,"93, Seine-Saint-Denis, Île-de-France",93045,,,,ok
"25 rue Saint Exupery, 34430 Saint jean de védas",43.56244,3.841882,25 Rue Antoine de Saint Exupery 34430 Saint-Jean-de-Védas,0.7839140259740259,,housenumber,34270_0227_00025,25,25 Rue Antoine de Saint Exupery,Rue Antoine de Saint Exupery,34430,Saint-Jean-de-Védas,"34, Hérault, Occitanie",34270,,,,ok
"17 rue des Carmes, 75005 Paris",48.848424,2.347335,17 Rue des Carmes 75005 Paris,0.9692099999999999,0.7221073796791443,housenumber,75105_1554_00017,17,17 Rue des Carmes,Rue des Carmes,75005,Paris,"75, Paris, Île-de-France",75105,,,Paris 5e Arrondissement,ok
"50 rue de la République, 69680 Chassieu",45.742648,4.97193,50 Rue de la République 69680 Chassieu,0.9650181818181818,0.7499261862527716,housenumber,69271_0800_00050,50,50 Rue de la République,Rue de la République,69680,Chassieu,"69, Rhône, Auvergne-Rhône-Alpes",69271,,,,ok
"9 rue des Juifs, 67000 Strasbourg",48.583129,7.751806,9 Rue des Juifs 67000 Strasbourg,0.9775663636363636,0.6107146934460886,housenumber,67482_3575_00009,9,9 Rue des Juifs,Rue des Juifs,67000,Strasbourg,"67, Bas-Rhin, Grand Est",67482,,,,ok
"58 rue des Lombards, 75001 Paris",48.859848,2.347811,58 Rue des Lombards 75001 Paris,0.9627390909090908,,housenumber,75101_5738_00058,58,58 Rue des Lombards,Rue des Lombards,75001,Paris,"75, Paris, Île-de-France",75101,,,Paris 1er Arrondissement,ok
"39 Quai d'Anjou, 75004 Paris",48.852299,2.357319,39 Quai d'Anjou 75004 Paris,0.9652581818181818,0.5768114285714285,housenumber,75104_0350_00039,39,39 Quai d'Anjou,Quai d'Anjou,75004,Paris,"75, Paris, Île-de-France",75104,,,Paris 4e Arrondissement,ok
"11 bis rue du Coq Français, 93260 Les lilas",48.878457,2.414878,11bis Rue du Coq Francais 93260 Les Lilas,0.9016358441558441,,housenumber,93045_1470_00011_bis,11bis,11bis Rue du Coq Francais,Rue du Coq Francais,93260,Les Lilas,"93, Seine-Saint-Denis, Île-de-France",93045,,,,ok
"16 rue Saint Germier, 31000 Toulouse",43.611693,1.441076,16 Rue Saint Germier 31000 Toulouse,0.9760354545454545,,housenumber,31555_7800_00016,16,16 Rue Saint Germier,Rue Saint Germier,31000,Toulouse,"31, Haute-Garonne, Occitanie",31555,,,,ok
"777 Pont de Flandres, 59000 Lille",50.627419,3.05376,Rue de Flandre 59000 Lille,0.61466,0.528542285012285,street,59350_3423,,Rue de Flandre,Rue de Flandre,59000,Lille,"59, Nord, Hauts-de-France",59350,59350,Lille,,ok
"2 Port Montebello, 75005 Paris",48.851503,2.351091,2 Port de Montebello 75005 Paris,0.8747725513196479,,housenumber,75105_6471_00002,2,2 Port de Montebello,Port de Montebello,75005,Paris,"75, Paris, Île-de-France",75105,,,Paris 5e Arrondissement,ok
"22 rue Claude Drivon, 42800 Rive de gier",45.527985,4.612684,22 Rue Claude Drivon 42800 Rive-de-Gier,0.9681836363636362,,housenumber,42186_0176_00022,22,22 Rue Claude Drivon,Rue Claude Drivon,42800,Rive-de-Gier,"42, Loire, Auvergne-Rhône-Alpes",42186,,,,ok
"101 Allée Charles Bonome, 06460 Saint-vallier-de-thiey",43.700356,6.848674,101 Allée Charles Bonome 06460 Saint-Vallier-de-Thiey,0.9502563636363636,,housenumber,06130_0150_00101,101,101 Allée Charles Bonome,Allée Charles Bonome,06460,Saint-Vallier-de-Thiey,"06, Alpes-Maritimes, Provence-Alpes-Côte d'Azur",06130,,,,ok
"Place de la Madeleine, 75008 Paris",48.870062,2.324455,Place de la Madeleine 75008 Paris,0.9685063636363637,0.7248128229665071,street,75108_5891,,Place de la Madeleine,Place de la Madeleine,75008,Paris,"75, Paris, Île-de-France",75108,,,Paris 8e Arrondissement,ok
"1 Rue Saint-Julien le Pauvre, 75005 Paris",48.85214,2.346864,1 Rue Saint-Julien Le Pauvre 75005 Paris,0.9648036363636364,,housenumber,75105_8665_00001,1,1 Rue Saint-Julien Le Pauvre,Rue Saint-Julien Le Pauvre,75005,Paris,"75, Paris, Île-de-France",75105,,,Paris 5e Arrondissement,ok
"60 rue des lombards, 75001 Paris",48.859865,2.347731,60 Rue des Lombards 75001 Paris,0.9627390909090908,,housenumber,75101_5738_00060,60,60 Rue des Lombards,Rue des Lombards,75001,Paris,"75, Paris, Île-de-France",75101,,,Paris 1er Arrondissement,ok
"1 Rue Saint-Julien le Pauvre, 75005 Paris",48.85214,2.346864,1 Rue Saint-Julien Le Pauvre 75005 Paris,0.9648036363636364,,housenumber,75105_8665_00001,1,1 Rue Saint-Julien Le Pauvre,Rue Saint-Julien Le Pauvre,75005,Paris,"75, Paris, Île-de-France",75105,,,Paris 5e Arrondissement,ok
"1 avenue des Broussailles, 06400 Cannes",43.564591,7.006149,Avenue des Broussailles 06400 Cannes,0.9250690417690417,0.683272198731501,street,06029_0520,,Avenue des Broussailles,Avenue des Broussailles,06400,Cannes,"06, Alpes-Maritimes, Provence-Alpes-Côte d'Azur",06029,,,,ok
"2 Port Montebello, 75005 Paris",48.851503,2.351091,2 Port de Montebello 75005 Paris,0.8747725513196479,,housenumber,75105_6471_00002,2,2 Port de Montebello,Port de Montebello,75005,Paris,"75, Paris, Île-de-France",75105,,,Paris 5e Arrondissement,ok
"7 rue Emile Legrelle, 62000 Arras",50.289826,2.777352,7 Rue Emile Legrelle 62000 Arras,0.9678281818181818,,housenumber,62041_1460_00007,7,7 Rue Emile Legrelle,Rue Emile Legrelle,62000,Arras,"62, Pas-de-Calais, Hauts-de-France",62041,,,,ok
"60 rue des lombards, 75001 Paris",48.859865,2.347731,60 Rue des Lombards 75001 Paris,0.9627390909090908,,housenumber,75101_5738_00060,60,60 Rue des Lombards,Rue des Lombards,75001,Paris,"75, Paris, Île-de-France",75101,,,Paris 1er Arrondissement,ok
"60 rue des lombards, 75001 Paris",48.859865,2.347731,60 Rue des Lombards 75001 Paris,0.9627390909090908,,housenumber,75101_5738_00060,60,60 Rue des Lombards,Rue des Lombards,75001,Paris,"75, Paris, Île-de-France",75101,,,Paris 1er Arrondissement,ok
"Port de la Gare, 75013 Paris",48.834914,2.377237,Port de la Gare 75013 Paris,0.9707045454545453,0.5931357575757575,street,75113_3951,,Port de la Gare,Port de la Gare,75013,Paris,"75, Paris, Île-de-France",75113,,,Paris 13e Arrondissement,ok
"2 Port Montebello, 75005 Paris",48.851503,2.351091,2 Port de Montebello 75005 Paris,0.8747725513196479,,housenumber,75105_6471_00002,2,2 Port de Montebello,Port de Montebello,75005,Paris,"75, Paris, Île-de-France",75105,,,Paris 5e Arrondissement,ok
"58 rue des Lombards, 75001 Paris",48.859848,2.347811,58 Rue des Lombards 75001 Paris,0.9627390909090908,,housenumber,75101_5738_00058,58,58 Rue des Lombards,Rue des Lombards,75001,Paris,"75, Paris, Île-de-France",75101,,,Paris 1er Arrondissement,ok
"58 rue des Lombards, 75001 Paris",48.859848,2.347811,58 Rue des Lombards 75001 Paris,0.9627390909090908,,housenumber,75101_5738_00058,58,58 Rue des Lombards,Rue des Lombards,75001,Paris,"75, Paris, Île-de-France",75101,,,Paris 1er Arrondissement,ok
"58 rue des Lombards, 75001 Paris",48.859848,2.347811,58 Rue des Lombards 75001 Paris,0.9627390909090908,,housenumber,75101_5738_00058,58,58 Rue des Lombards,Rue des Lombards,75001,Paris,"75, Paris, Île-de-France",75101,,,Paris 1er Arrondissement,ok
"5 rue de la Huchette, 75005 Paris",48.852799,2.3463,5 Rue de la Huchette 75005 Paris,0.9703172727272728,,housenumber,75105_4678_00005,5,5 Rue de la Huchette,Rue de la Huchette,75005,Paris,"75, Paris, Île-de-France",75105,,,Paris 5e Arrondissement,ok
"60 rue des lombards, 75001 Paris",48.859865,2.347731,60 Rue des Lombards 75001 Paris,0.9627390909090908,,housenumber,75101_5738_00060,60,60 Rue des Lombards,Rue des Lombards,75001,Paris,"75, Paris, Île-de-France",75101,,,Paris 1er Arrondissement,ok
"60 rue des lombards, 75001 Paris",48.859865,2.347731,60 Rue des Lombards 75001 Paris,0.9627390909090908,,housenumber,75101_5738_00060,60,60 Rue des Lombards,Rue des Lombards,75001,Paris,"75, Paris, Île-de-France",75101,,,Paris 1er Arrondissement,ok
"21-23 Avenue du général de Gaulle, 47000 Agen",44.203221,0.611397,23 Avenue du Général de Gaulle 47000 Agen,0.9088332346723044,,housenumber,47001_1586_00023,23,23 Avenue du Général de Gaulle,Avenue du Général de Gaulle,47000,Agen,"47, Lot-et-Garonne, Nouvelle-Aquitaine",47001,,,,ok
"58 rue des Lombards, 75001 Paris",48.859848,2.347811,58 Rue des Lombards 75001 Paris,0.9627390909090908,,housenumber,75101_5738_00058,58,58 Rue des Lombards,Rue des Lombards,75001,Paris,"75, Paris, Île-de-France",75101,,,Paris 1er Arrondissement,ok
"2 Port Montebello, 75005 Paris",48.851503,2.351091,2 Port de Montebello 75005 Paris,0.8747725513196479,,housenumber,75105_6471_00002,2,2 Port de Montebello,Port de Montebello,75005,Paris,"75, Paris, Île-de-France",75105,,,Paris 5e Arrondissement,ok
"5, rue Biot, 75017 Paris",48.883969,2.326383,5 Rue Biot 75017 Paris,0.9743509090909089,,housenumber,75117_0976_00005,5,5 Rue Biot,Rue Biot,75017,Paris,"75, Paris, Île-de-France",75117,,,Paris 17e Arrondissement,ok
"6 rue Frochot, 75009 Paris",48.881325,2.337625,6 Rue Frochot 75009 Paris,0.9664290909090908,0.7485224451410657,housenumber,75109_3871_00006,6,6 Rue Frochot,Rue Frochot,75009,Paris,"75, Paris, Île-de-France",75109,,,Paris 9e Arrondissement,ok
"60 rue des lombards, 75001 Paris",48.859865,2.347731,60 Rue des Lombards 75001 Paris,0.9627390909090908,,housenumber,75101_5738_00060,60,60 Rue des Lombards,Rue des Lombards,75001,Paris,"75, Paris, Île-de-France",75101,,,Paris 1er Arrondissement,ok
"58 rue des Lombards, 75001 Paris",48.859848,2.347811,58 Rue des Lombards 75001 Paris,0.9627390909090908,,housenumber,75101_5738_00058,58,58 Rue des Lombards,Rue des Lombards,75001,Paris,"75, Paris, Île-de-France",75101,,,Paris 1er Arrondissement,ok
"zac Mas Grille, 34430 Saint jean de védas",43.573418,3.853095,Mas de Grille 34430 Saint-Jean-de-Védas,0.8025330303030302,0.7289118181818182,street,34270_B072,,Mas de Grille,Mas de Grille,34430,Saint-Jean-de-Védas,"34, Hérault, Occitanie",34270,,,,ok
